Iteration,Latitude,Longitude,Altitude,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,Phi,Theta,Psi,PhiDot,ThetaDot,PsiDot,Articulated Landing Gear,Articulated Elevator,Articulated Rudder,Articulated Speed Brake,Articulated LW Aileron,Articulated LW Flap,Articulated RW Aileron,Articulated RW Flap,Articulated LH Elevator,Articulated RH Elevator,Articulated LW Roll Spoiler,Articulated RW Roll Spoiler,Articulated Propeller,Articulated Propeller 1,Articulated Propeller 2,Articulated Propeller 3,Articulated Propeller 4
0.375,0.87535987,0.19103656,1487.53796387,-0.12970,-153.74847,-0.00313,-0.00910,-0.00023,0.00365,0.00045,0.02033,-1.57163,-0.00000,-0.00003,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.400,0.87535987,0.19103557,1487.53808594,-0.12958,-153.74847,-0.00302,0.00456,-0.00024,0.00409,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.425,0.87535987,0.19103458,1487.53808594,-0.12947,-153.74847,-0.00321,0.00454,-0.00025,-0.00729,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.450,0.87535987,0.19103359,1487.53820801,-0.12970,-153.74847,-0.00311,-0.00910,-0.00023,0.00366,0.00045,0.02033,-1.57163,-0.00000,-0.00003,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.475,0.87535987,0.19103261,1487.53833008,-0.12958,-153.74847,-0.00301,0.00456,-0.00024,0.00409,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.500,0.87535987,0.19103162,1487.53833008,-0.12947,-153.74847,-0.00319,0.00454,-0.00025,-0.00730,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.525,0.87535987,0.19103063,1487.53845215,-0.12970,-153.74849,-0.00310,-0.00910,-0.00084,0.00364,0.00045,0.02033,-1.57163,-0.00000,-0.00003,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.550,0.87535987,0.19102965,1487.53857422,-0.12958,-153.74849,-0.00300,0.00456,-0.00024,0.00409,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.575,0.87535987,0.19102866,1487.53857422,-0.12947,-153.74849,-0.00318,0.00454,-0.00025,-0.00730,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.600,0.87535987,0.19102768,1487.53869629,-0.12970,-153.74849,-0.00309,-0.00910,-0.00023,0.00365,0.00045,0.02033,-1.57163,-0.00000,-0.00003,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.625,0.87535987,0.19102671,1487.53881836,-0.12958,-153.74849,-0.00299,0.00456,-0.00024,0.00409,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.650,0.87535987,0.19102574,1487.53894043,-0.12947,-153.74849,-0.00317,0.00454,-0.00026,-0.00731,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.675,0.87535986,0.19102477,1487.53894043,-0.12970,-153.74849,-0.00308,-0.00910,-0.00024,0.00364,0.00045,0.02033,-1.57163,-0.00000,-0.00003,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.700,0.87535986,0.19102380,1487.53906250,-0.12958,-153.74849,-0.00298,0.00456,-0.00025,0.00408,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.725,0.87535986,0.19102284,1487.53918457,-0.12947,-153.74849,-0.00316,0.00454,-0.00026,-0.00732,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.750,0.87535986,0.19102189,1487.53918457,-0.12970,-153.74849,-0.00307,-0.00910,-0.00024,0.00364,0.00045,0.02033,-1.57163,-0.00000,-0.00003,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.775,0.87535986,0.19102093,1487.53930664,-0.12958,-153.74849,-0.00297,0.00456,-0.00025,0.00407,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.800,0.87535986,0.19101998,1487.53942871,-0.12947,-153.74849,-0.00315,0.00454,-0.00027,-0.00732,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.825,0.87535986,0.19101904,1487.53942871,-0.12970,-153.74849,-0.00306,-0.00910,-0.00025,0.00362,0.00045,0.02033,-1.57163,-0.00000,-0.00003,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.850,0.87535986,0.19101810,1487.53955078,-0.12958,-153.74849,-0.00296,0.00456,-0.00026,0.00406,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.875,0.87535986,0.19101716,1487.53967285,-0.12947,-153.74849,-0.00314,0.00454,-0.00027,-0.00733,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.900,0.87535986,0.19101622,1487.53967285,-0.12970,-153.74849,-0.00305,-0.00910,-0.00025,0.00362,0.00045,0.02033,-1.57163,-0.00000,-0.00003,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.925,0.87535986,0.19101529,1487.53979492,-0.12958,-153.74849,-0.00295,0.00456,-0.00026,0.00406,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.950,0.87535986,0.19101436,1487.53991699,-0.12947,-153.74849,-0.00314,0.00454,-0.00028,-0.00734,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0.975,0.87535986,0.19101343,1487.53991699,-0.12970,-153.74849,-0.00305,-0.00910,-0.00026,0.00361,0.00045,0.02033,-1.57163,-0.00000,-0.00003,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.000,0.87535986,0.19101250,1487.54003906,-0.12958,-153.74849,-0.00294,0.00456,-0.00027,0.00404,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.025,0.87535986,0.19101157,1487.54016113,-0.12947,-153.74849,-0.00313,0.00454,-0.00028,-0.00735,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.050,0.87535986,0.19101065,1487.54016113,-0.12970,-153.74849,-0.00304,-0.00910,-0.00026,0.00360,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.075,0.87535986,0.19100972,1487.54028320,-0.12958,-153.74849,-0.00294,0.00456,-0.00027,0.00403,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.100,0.87535986,0.19100880,1487.54040527,-0.12947,-153.74849,-0.00312,0.00454,-0.00029,-0.00736,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.125,0.87535986,0.19100787,1487.54040527,-0.12970,-153.74849,-0.00303,-0.00910,-0.00027,0.00359,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.150,0.87535986,0.19100695,1487.54052734,-0.12958,-153.74849,-0.00293,0.00456,-0.00028,0.00402,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.175,0.87535985,0.19100602,1487.54052734,-0.12947,-153.74849,-0.00312,0.00454,-0.00029,-0.00737,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.200,0.87535985,0.19100509,1487.54064941,-0.12970,-153.74849,-0.00303,-0.00910,-0.00027,0.00359,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.225,0.87535985,0.19100416,1487.54077148,-0.12958,-153.74849,-0.00293,0.00456,-0.00028,0.00402,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.250,0.87535985,0.19100323,1487.54077148,-0.12947,-153.74849,-0.00311,0.00454,-0.00030,-0.00737,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.275,0.87535985,0.19100230,1487.54089355,-0.12970,-153.74849,-0.00302,-0.00910,-0.00028,0.00358,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.300,0.87535985,0.19100136,1487.54089355,-0.12958,-153.74849,-0.00292,0.00456,-0.00029,0.00401,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.325,0.87535985,0.19100043,1487.54101563,-0.12947,-153.74849,-0.00310,0.00454,-0.00030,-0.00738,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.350,0.87535985,0.19099949,1487.54101563,-0.12970,-153.74849,-0.00302,-0.00910,-0.00029,0.00357,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.375,0.87535985,0.19099855,1487.54113770,-0.12958,-153.74849,-0.00292,0.00456,-0.00030,0.00400,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.400,0.87535985,0.19099761,1487.54125977,-0.12947,-153.74850,-0.00310,0.00454,-0.00031,-0.00739,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.425,0.87535985,0.19099667,1487.54125977,-0.12970,-153.74849,-0.00301,-0.00910,0.00032,0.00357,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.450,0.87535985,0.19099572,1487.54138184,-0.12958,-153.74849,-0.00291,0.00456,-0.00030,0.00400,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.475,0.87535985,0.19099478,1487.54138184,-0.12947,-153.74850,-0.00310,0.00454,-0.00031,-0.00739,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.500,0.87535985,0.19099383,1487.54150391,-0.12970,-153.74849,-0.00301,-0.00910,0.00031,0.00356,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.525,0.87535985,0.19099288,1487.54162598,-0.12958,-153.74850,-0.00291,0.00456,-0.00031,0.00399,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.550,0.87535985,0.19099193,1487.54162598,-0.12947,-153.74850,-0.00309,0.00454,0.00029,-0.00740,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.575,0.87535985,0.19099098,1487.54174805,-0.12970,-153.74849,-0.00300,-0.00910,0.00031,0.00355,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.600,0.87535985,0.19099003,1487.54174805,-0.12958,-153.74850,-0.00290,0.00456,-0.00031,0.00398,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.625,0.87535985,0.19098908,1487.54187012,-0.12947,-153.74850,-0.00309,0.00454,0.00029,-0.00742,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.650,0.87535985,0.19098813,1487.54199219,-0.12970,-153.74850,-0.00300,-0.00910,0.00031,0.00355,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.675,0.87535984,0.19098718,1487.54199219,-0.12958,-153.74850,-0.00290,0.00456,0.00029,0.00397,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.700,0.87535984,0.19098623,1487.54211426,-0.12947,-153.74850,-0.00309,0.00454,0.00028,-0.00742,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.725,0.87535984,0.19098528,1487.54223633,-0.12970,-153.74850,-0.00300,-0.00910,0.00030,0.00354,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.750,0.87535984,0.19098434,1487.54223633,-0.12958,-153.74850,-0.00290,0.00456,0.00029,0.00397,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.775,0.87535984,0.19098339,1487.54235840,-0.12947,-153.74850,-0.00308,0.00454,0.00028,-0.00743,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,0.00000,0.00000,0.00003,0.00000,-0.00003,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.800,0.87535984,0.19098244,1487.54235840,-0.12970,-153.74850,-0.00300,-0.00910,0.00030,0.00353,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.825,0.87535984,0.19098150,1487.54248047,-0.12958,-153.74850,-0.00290,0.00456,0.00029,0.00396,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00002,0.00000,0.00002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.850,0.87535984,0.19098055,1487.54260254,-0.12947,-153.74850,-0.00308,0.00454,0.00028,-0.00743,0.00045,0.02033,-1.57163,0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1.875,0.87535984,0.19097961,1487.54260254,-0.12970,-153.74850,-0.00300,-0.00910,0.00029,0.00352,0.00045,0.02033,-1.57163,-0.00000,-0.00002,0.00003,1.00000,0.00000,-0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
