Iteration,Latitude,Longitude,Altitude,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,Phi,Theta,Psi,PhiDot,ThetaDot,PsiDot,Articulated Landing Gear,Articulated Elevator,Articulated Rudder,Articulated Speed Brake,Articulated LW Aileron,Articulated LW Flap,Articulated RW Aileron,Articulated RW Flap,Articulated LH Elevator,Articulated RH Elevator,Articulated LW Roll Spoiler,Articulated RW Roll Spoiler,Articulated Propeller,Articulated Propeller 1,Articulated Propeller 2,Articulated Propeller 3,Articulated Propeller 4
25.225,0.87547347,0.19013880,1482.41662598,86.47885,-127.11219,-0.07100,4.67662,3.17845,-0.00534,0.52471,0.02631,-0.96025,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00299,0.00000,-0.00299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.250,0.87547381,0.19013802,1482.41845703,86.59570,-127.03262,-0.07142,4.67378,3.18286,-0.01674,0.52471,0.02631,-0.95933,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.275,0.87547415,0.19013725,1482.42016602,86.71223,-126.95310,-0.07155,4.66144,3.18065,-0.00525,0.52471,0.02631,-0.95841,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.300,0.87547449,0.19013647,1482.42199707,86.82893,-126.87331,-0.07168,4.66776,3.19151,-0.00526,0.52472,0.02632,-0.95749,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.325,0.87547483,0.19013570,1482.42382813,86.94555,-126.79342,-0.07210,4.66507,3.19572,-0.01668,0.52472,0.02632,-0.95658,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.350,0.87547517,0.19013492,1482.42565918,87.06187,-126.71358,-0.07223,4.65291,3.19361,-0.00518,0.52472,0.02632,-0.95566,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00299,0.00000,-0.00299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.375,0.87547551,0.19013415,1482.42749023,87.17835,-126.63347,-0.07236,4.65904,3.20427,-0.00519,0.52473,0.02632,-0.95474,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00299,0.00000,-0.00299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.400,0.87547586,0.19013338,1482.42932129,87.29475,-126.55325,-0.07277,4.65615,3.20857,-0.01660,0.52473,0.02632,-0.95382,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.425,0.87547620,0.19013261,1482.43103027,87.41086,-126.47309,-0.07290,4.64412,3.20652,-0.00511,0.52474,0.02632,-0.95290,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.450,0.87547654,0.19013184,1482.43286133,87.52711,-126.39266,-0.07303,4.65035,3.21726,-0.00513,0.52474,0.02633,-0.95198,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.475,0.87547689,0.19013107,1482.43481445,87.64330,-126.31212,-0.07344,4.64754,3.22163,-0.01654,0.52474,0.02633,-0.95106,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.500,0.87547723,0.19013030,1482.43664551,87.75919,-126.23164,-0.07357,4.63530,3.21933,-0.00504,0.52475,0.02633,-0.95014,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00299,0.00000,-0.00299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.525,0.87547758,0.19012953,1482.43847656,87.87523,-126.15089,-0.07370,4.64158,3.23011,-0.00507,0.52475,0.02633,-0.94922,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00299,0.00000,-0.00299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.550,0.87547792,0.19012876,1482.44030762,87.99119,-126.07002,-0.07411,4.63851,3.23453,-0.01648,0.52476,0.02633,-0.94831,0.00015,0.00003,0.03678,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.575,0.87547827,0.19012799,1482.44213867,88.10686,-125.98922,-0.07423,4.62664,3.23225,-0.00498,0.52476,0.02633,-0.94739,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.600,0.87547861,0.19012722,1482.44409180,88.22267,-125.90814,-0.07436,4.63263,3.24306,-0.00499,0.52476,0.02633,-0.94647,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.625,0.87547896,0.19012645,1482.44592285,88.33842,-125.82697,-0.07477,4.62986,3.24719,-0.01641,0.52477,0.02634,-0.94555,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.650,0.87547931,0.19012568,1482.44775391,88.45386,-125.74583,-0.07489,4.61772,3.24522,-0.00491,0.52477,0.02634,-0.94463,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00299,0.00000,-0.00299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.675,0.87547966,0.19012492,1482.44970703,88.56946,-125.66444,-0.07501,4.62399,3.25573,-0.00493,0.52477,0.02634,-0.94371,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00299,0.00000,-0.00299,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.700,0.87548000,0.19012415,1482.45153809,88.68498,-125.58294,-0.07542,4.62088,3.26016,-0.01633,0.52478,0.02634,-0.94279,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.725,0.87548035,0.19012338,1482.45349121,88.80020,-125.50150,-0.07554,4.60873,3.25785,-0.00485,0.52478,0.02634,-0.94187,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.750,0.87548070,0.19012262,1482.45532227,88.91557,-125.41978,-0.07567,4.61495,3.26865,-0.00487,0.52479,0.02634,-0.94095,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.775,0.87548105,0.19012185,1482.45727539,89.03088,-125.33796,-0.07607,4.61207,3.27275,-0.01627,0.52479,0.02634,-0.94003,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.800,0.87548140,0.19012109,1482.45910645,89.14587,-125.25620,-0.07619,4.59987,3.27069,-0.00478,0.52479,0.02634,-0.93911,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.825,0.87548175,0.19012033,1482.46105957,89.26102,-125.17416,-0.07631,4.60599,3.28145,-0.00480,0.52480,0.02635,-0.93819,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.850,0.87548210,0.19011956,1482.46301270,89.37610,-125.09202,-0.07672,4.60302,3.28549,-0.01622,0.52480,0.02635,-0.93728,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.875,0.87548245,0.19011880,1482.46496582,89.49088,-125.00993,-0.07683,4.59104,3.28336,-0.00471,0.52480,0.02635,-0.93636,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.900,0.87548280,0.19011804,1482.46679688,89.60580,-124.92758,-0.07695,4.59703,3.29404,-0.00472,0.52481,0.02635,-0.93544,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.925,0.87548316,0.19011727,1482.46875000,89.72065,-124.84512,-0.07736,4.59390,3.29830,-0.01614,0.52481,0.02635,-0.93452,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.950,0.87548351,0.19011651,1482.47070313,89.83521,-124.76272,-0.07747,4.58212,3.29608,-0.00466,0.52481,0.02635,-0.93360,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
25.975,0.87548386,0.19011575,1482.47265625,89.94991,-124.68005,-0.07759,4.58794,3.30667,-0.00466,0.52482,0.02635,-0.93268,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.000,0.87548422,0.19011499,1482.47460938,90.06453,-124.59727,-0.07799,4.58495,3.31114,-0.01608,0.52482,0.02636,-0.93176,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.025,0.87548457,0.19011423,1482.47656250,90.17886,-124.51456,-0.07811,4.57301,3.30880,-0.00460,0.52483,0.02636,-0.93084,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.050,0.87548492,0.19011347,1482.47851563,90.29333,-124.43156,-0.07822,4.57894,3.31957,-0.00460,0.52483,0.02636,-0.92992,0.00015,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.075,0.87548528,0.19011271,1482.48046875,90.40773,-124.34847,-0.07862,4.57604,3.32360,-0.01601,0.52483,0.02636,-0.92900,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.100,0.87548563,0.19011195,1482.48242188,90.52183,-124.26543,-0.07873,4.56391,3.32141,-0.00452,0.52484,0.02636,-0.92808,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.125,0.87548599,0.19011120,1482.48449707,90.63608,-124.18214,-0.07885,4.56991,3.33204,-0.00455,0.52484,0.02636,-0.92716,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.150,0.87548635,0.19011044,1482.48645020,90.75024,-124.09872,-0.07925,4.56677,3.33654,-0.01596,0.52484,0.02636,-0.92625,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.175,0.87548670,0.19010968,1482.48840332,90.86412,-124.01537,-0.07936,4.55502,3.33418,-0.00445,0.52485,0.02636,-0.92533,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.200,0.87548706,0.19010893,1482.49035645,90.97814,-123.93175,-0.07947,4.56075,3.34495,-0.00448,0.52485,0.02637,-0.92441,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.225,0.87548742,0.19010817,1482.49243164,91.09208,-123.84802,-0.07987,4.55763,3.34896,-0.01590,0.52485,0.02637,-0.92349,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.250,0.87548777,0.19010742,1482.49438477,91.20573,-123.76435,-0.07998,4.54593,3.34672,-0.00440,0.52486,0.02637,-0.92257,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.275,0.87548813,0.19010666,1482.49645996,91.31951,-123.68042,-0.08009,4.55154,3.35720,-0.00450,0.52486,0.02637,-0.92165,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.300,0.87548849,0.19010591,1482.49841309,91.43323,-123.59638,-0.08049,4.54871,3.36163,-0.01583,0.52487,0.02637,-0.92073,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.325,0.87548885,0.19010515,1482.50048828,91.54665,-123.51240,-0.08059,4.53673,3.35947,-0.00433,0.52487,0.02637,-0.91981,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.350,0.87548921,0.19010440,1482.50244141,91.66021,-123.42815,-0.08070,4.54243,3.37013,-0.00435,0.52487,0.02637,-0.91889,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.375,0.87548957,0.19010365,1482.50451660,91.77369,-123.34379,-0.08110,4.53925,3.37434,-0.01577,0.52488,0.02638,-0.91797,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.400,0.87548993,0.19010289,1482.50659180,91.88688,-123.25949,-0.08120,4.52754,3.37193,-0.00427,0.52488,0.02638,-0.91705,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.425,0.87549029,0.19010214,1482.50854492,92.00021,-123.17493,-0.08131,4.53316,3.38265,-0.00429,0.52488,0.02638,-0.91613,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.450,0.87549065,0.19010139,1482.51062012,92.11346,-123.09026,-0.08170,4.53021,3.38691,-0.01572,0.52489,0.02638,-0.91522,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.475,0.87549102,0.19010064,1482.51269531,92.22642,-123.00565,-0.08181,4.51813,3.38454,-0.00421,0.52489,0.02638,-0.91430,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.500,0.87549138,0.19009989,1482.51477051,92.33952,-122.92076,-0.08192,4.52395,3.39530,-0.00423,0.52489,0.02638,-0.91338,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.525,0.87549174,0.19009914,1482.51672363,92.45254,-122.83578,-0.08231,4.52086,3.39927,-0.01564,0.52490,0.02638,-0.91246,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.550,0.87549210,0.19009839,1482.51879883,92.56526,-122.75085,-0.08241,4.50899,3.39690,-0.00415,0.52490,0.02638,-0.91154,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.575,0.87549247,0.19009764,1482.52087402,92.67813,-122.66566,-0.08251,4.51467,3.40767,-0.00417,0.52490,0.02639,-0.91062,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.600,0.87549283,0.19009689,1482.52294922,92.79092,-122.58037,-0.08290,4.51142,3.41195,-0.01558,0.52491,0.02639,-0.90970,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.625,0.87549320,0.19009615,1482.52502441,92.90341,-122.49513,-0.08301,4.49973,3.40956,-0.00409,0.52491,0.02639,-0.90878,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.650,0.87549356,0.19009540,1482.52709961,93.01604,-122.40962,-0.08311,4.50522,3.42031,-0.00411,0.52491,0.02639,-0.90786,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.675,0.87549393,0.19009465,1482.52929688,93.12859,-122.32401,-0.08350,4.50209,3.42426,-0.01553,0.52492,0.02639,-0.90694,0.00014,0.00003,0.03679,1.00000,0.00000,-0.00108,0.00000,0.00296,0.00000,-0.00296,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.700,0.87549429,0.19009391,1482.53137207,93.24086,-122.23846,-0.08360,4.49054,3.42183,-0.00403,0.52492,0.02639,-0.90602,0.00014,0.00003,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.725,0.87549466,0.19009316,1482.53344727,93.35326,-122.15265,-0.08370,4.49581,3.43254,-0.00406,0.52492,0.02639,-0.90510,0.00014,0.00003,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.750,0.87549503,0.19009242,1482.53552246,93.46558,-122.06673,-0.08409,4.49276,3.43675,-0.01547,0.52493,0.02639,-0.90418,0.00014,0.00003,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.775,0.87549539,0.19009167,1482.53759766,93.57760,-121.98087,-0.08419,4.48101,3.43425,-0.00398,0.52493,0.02639,-0.90326,0.00014,0.00003,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.800,0.87549576,0.19009093,1482.53979492,93.68977,-121.89474,-0.08429,4.48665,3.44521,-0.00400,0.52493,0.02640,-0.90234,0.00014,0.00003,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.825,0.87549613,0.19009019,1482.54187012,93.80185,-121.80851,-0.08467,4.48334,3.44934,-0.01541,0.52494,0.02640,-0.90143,0.00013,0.00003,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.850,0.87549650,0.19008944,1482.54394531,93.91364,-121.72234,-0.08477,4.47165,3.44675,-0.00392,0.52494,0.02640,-0.90051,0.00014,0.00003,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.875,0.87549687,0.19008870,1482.54614258,94.02557,-121.63590,-0.08487,4.47701,3.45761,-0.00394,0.52494,0.02640,-0.89959,0.00014,0.00003,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.900,0.87549724,0.19008796,1482.54821777,94.13741,-121.54936,-0.08525,4.47401,3.46165,-0.01536,0.52495,0.02640,-0.89867,0.00013,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.925,0.87549761,0.19008722,1482.55041504,94.24897,-121.46288,-0.08535,4.46236,3.45924,-0.00386,0.52495,0.02640,-0.89775,0.00014,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.950,0.87549798,0.19008648,1482.55249023,94.36066,-121.37614,-0.08544,4.46770,3.46999,-0.00389,0.52496,0.02640,-0.89683,0.00014,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
26.975,0.87549835,0.19008574,1482.55468750,94.47227,-121.28928,-0.08583,4.46438,3.47420,-0.01530,0.52496,0.02641,-0.89591,0.00013,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27.000,0.87549872,0.19008500,1482.55688477,94.58360,-121.20249,-0.08592,4.45272,3.47165,-0.00380,0.52496,0.02641,-0.89499,0.00013,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27.025,0.87549909,0.19008426,1482.55895996,94.69505,-121.11543,-0.08602,4.45800,3.48224,-0.00381,0.52497,0.02641,-0.89407,0.00013,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27.050,0.87549946,0.19008352,1482.56115723,94.80642,-121.02827,-0.08640,4.45492,3.48630,-0.01525,0.52497,0.02641,-0.89315,0.00013,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27.075,0.87549984,0.19008278,1482.56335449,94.91750,-120.94118,-0.08649,4.44323,3.48388,-0.00375,0.52497,0.02641,-0.89223,0.00013,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00294,0.00000,-0.00294,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27.100,0.87550021,0.19008204,1482.56542969,95.02872,-120.85381,-0.08659,4.44843,3.49461,-0.00376,0.52498,0.02641,-0.89131,0.00013,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27.125,0.87550058,0.19008131,1482.56762695,95.13985,-120.76634,-0.08697,4.44525,3.49879,-0.01518,0.52498,0.02641,-0.89039,0.00013,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00295,0.00000,-0.00295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
27.150,0.87550096,0.19008057,1482.56982422,95.25069,-120.67894,-0.08706,4.43379,3.49618,-0.00370,0.52498,0.02641,-0.88947,0.00013,0.00002,0.03680,1.00000,0.00000,-0.00108,0.00000,0.00298,0.00000,-0.00298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
