Iteration,Latitude,Longitude,Altitude,VelX,VelY,VelZ,AccelX,AccelY,AccelZ,Phi,Theta,Psi,PhiDot,ThetaDot,PsiDot,Articulated Landing Gear,Articulated Elevator,Articulated Rudder,Articulated Speed Brake,Articulated LW Aileron,Articulated LW Flap,Articulated RW Aileron,Articulated RW Flap
18.900,-0.57227997,2.64985497,11.30355453,-12.30920,14.46031,0.02718,0.00001,-0.00001,0.00000,-0.00156,0.01148,2.27895,0.00020,-0.00026,0.00352,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
18.934,-0.57228004,2.64985506,11.30253124,-12.39046,14.55168,0.02754,0.00001,-0.00001,0.00000,-0.00156,0.01147,2.27906,0.00017,-0.00028,0.00319,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
18.967,-0.57228010,2.64985515,11.30151081,-12.47167,14.64303,0.02787,0.00000,-0.00001,0.00000,-0.00155,0.01146,2.27916,0.00017,-0.00030,0.00287,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.001,-0.57228017,2.64985524,11.30050087,-12.55280,14.73437,0.02817,0.00000,-0.00000,0.00000,-0.00154,0.01145,2.27925,0.00020,-0.00030,0.00258,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.034,-0.57228024,2.64985534,11.29948807,-12.63386,14.82569,0.02844,0.00000,-0.00000,0.00000,-0.00154,0.01144,2.27933,0.00024,-0.00029,0.00229,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.067,-0.57228030,2.64985543,11.29849625,-12.71534,14.91759,0.03091,0.00000,-0.00000,0.00000,-0.00153,0.01142,2.27940,0.00030,-0.00158,0.00203,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.100,-0.57228037,2.64985552,11.29748440,-12.79662,15.00956,0.03617,0.00000,-0.00001,0.00000,-0.00153,0.01136,2.27947,0.00101,-0.00185,0.00178,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.134,-0.57228044,2.64985562,11.29646873,-12.87657,15.09950,0.02889,0.00000,-0.00000,0.00000,-0.00150,0.01134,2.27952,0.00039,-0.00005,0.00153,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.167,-0.57228051,2.64985571,11.29548168,-12.95676,15.19051,0.02747,0.00000,-0.00000,0.00000,-0.00149,0.01135,2.27957,0.00049,0.00060,0.00131,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.200,-0.57228057,2.64985581,11.29447460,-13.03727,15.28173,0.02713,0.00000,-0.00000,0.00000,-0.00147,0.01137,2.27961,0.00060,0.00074,0.00110,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.234,-0.57228064,2.64985590,11.29347610,-13.11788,15.37322,0.02751,0.00000,-0.00000,0.00000,-0.00145,0.01140,2.27964,0.00069,0.00058,0.00090,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.267,-0.57228071,2.64985600,11.29248810,-13.19845,15.46486,0.02821,0.00000,-0.00000,0.00000,-0.00142,0.01141,2.27967,0.00077,0.00029,0.00071,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.301,-0.57228078,2.64985609,11.29152012,-13.27892,15.55654,0.02895,0.00000,-0.00000,0.00000,-0.00140,0.01141,2.27969,0.00082,0.00001,0.00053,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.334,-0.57228085,2.64985619,11.29054356,-13.35853,15.64874,0.03134,0.00000,-0.00000,0.00000,-0.00138,0.01141,2.27970,-0.00057,-0.00009,0.00033,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.367,-0.57228093,2.64985629,11.28954411,-13.43866,15.74135,0.03420,-0.00000,-0.00000,0.00000,-0.00140,0.01140,2.27971,-0.00054,-0.00148,0.00019,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.401,-0.57228099,2.64985639,11.28860378,-13.52078,15.83045,0.03343,0.00000,0.00000,0.00001,-0.00133,0.01137,2.27972,0.00290,-0.00033,0.00008,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.434,-0.57228107,2.64985649,11.28762436,-13.59911,15.92285,0.02994,0.00000,0.00000,0.00000,-0.00128,0.01136,2.27972,0.00092,-0.00004,-0.00008,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.467,-0.57228114,2.64985659,11.28663158,-13.67864,16.01446,0.02947,-0.00000,0.00000,0.00000,-0.00125,0.01136,2.27971,0.00093,0.00011,-0.00021,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.501,-0.57228121,2.64985669,11.28566456,-13.75823,16.10619,0.02947,-0.00000,0.00000,0.00000,-0.00122,0.01137,2.27970,0.00090,0.00007,-0.00032,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.534,-0.57228128,2.64985679,11.28467178,-13.83776,16.19804,0.02979,-0.00000,0.00000,0.00000,-0.00119,0.01137,2.27969,0.00085,-0.00008,-0.00043,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.567,-0.57228136,2.64985689,11.28367615,-13.91638,16.29055,0.03154,0.00000,-0.00000,0.00000,-0.00119,0.01136,2.27967,-0.00022,-0.00011,-0.00054,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.601,-0.57228143,2.64985699,11.28268433,-13.99690,16.38131,0.03308,0.00000,0.00000,0.00000,-0.00117,0.01136,2.27966,0.00263,-0.00011,-0.00058,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.634,-0.57228150,2.64985709,11.28166962,-14.07605,16.47325,0.03110,0.00000,0.00000,0.00000,-0.00110,0.01135,2.27963,0.00067,-0.00025,-0.00071,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.667,-0.57228158,2.64985720,11.28064823,-14.15495,16.56580,0.03163,0.00000,0.00000,0.00000,-0.00108,0.01133,2.27961,0.00068,-0.00050,-0.00079,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.701,-0.57228165,2.64985730,11.27962589,-14.23370,16.65749,0.03123,0.00000,-0.00000,-0.00000,-0.00106,0.01132,2.27958,0.00061,-0.00037,-0.00085,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.734,-0.57228173,2.64985741,11.27858353,-14.31249,16.74938,0.03121,0.00000,-0.00000,-0.00000,-0.00104,0.01131,2.27955,0.00054,-0.00033,-0.00091,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.767,-0.57228181,2.64985751,11.27749920,-14.39058,16.84181,0.03304,0.00000,-0.00000,0.00000,-0.00103,0.01130,2.27952,-0.00085,-0.00023,-0.00099,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.801,-0.57228188,2.64985762,11.27647209,-14.46876,16.93410,0.03347,0.00000,-0.00000,0.00000,-0.00106,0.01129,2.27949,-0.00090,-0.00019,-0.00103,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.834,-0.57228196,2.64985772,11.27539158,-14.54859,17.02542,0.03297,0.00000,-0.00000,-0.00000,-0.00105,0.01128,2.27945,0.00038,-0.00075,-0.00106,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.867,-0.57228203,2.64985783,11.27430725,-14.62722,17.11769,0.03345,0.00000,-0.00000,0.00000,-0.00104,0.01125,2.27942,0.00046,-0.00093,-0.00110,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.900,-0.57228211,2.64985794,11.27320004,-14.70539,17.20924,0.03241,0.00000,-0.00000,-0.00000,-0.00102,0.01123,2.27938,0.00051,-0.00037,-0.00113,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.934,-0.57228219,2.64985805,11.27207851,-14.78366,17.30104,0.03224,0.00000,-0.00000,-0.00000,-0.00100,0.01122,2.27934,0.00053,-0.00021,-0.00116,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
19.967,-0.57228227,2.64985815,11.27096272,-14.86192,17.39297,0.03244,0.00000,-0.00000,-0.00000,-0.00099,0.01121,2.27930,0.00053,-0.00018,-0.00118,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.000,-0.57228235,2.64985826,11.26981640,-14.94013,17.48496,0.03284,0.00000,-0.00000,-0.00000,-0.00097,0.01121,2.27926,0.00051,-0.00022,-0.00121,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.034,-0.57228243,2.64985837,11.26866436,-15.01828,17.57699,0.03331,0.00000,-0.00000,-0.00000,-0.00095,0.01120,2.27922,0.00048,-0.00029,-0.00123,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.067,-0.57228251,2.64985848,11.26752281,-15.09684,17.66959,0.03601,0.00000,-0.00000,0.00000,-0.00094,0.01118,2.27918,0.00045,-0.00163,-0.00124,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.100,-0.57228259,2.64985859,11.26634884,-15.17407,17.76156,0.03558,0.00000,-0.00000,0.00000,-0.00093,0.01114,2.27914,-0.00046,-0.00053,-0.00127,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.134,-0.57228267,2.64985871,11.26516438,-15.25279,17.85219,0.03575,0.00000,-0.00000,-0.00000,-0.00090,0.01114,2.27910,0.00174,-0.00004,-0.00124,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.167,-0.57228275,2.64985882,11.26397610,-15.32996,17.94408,0.03304,-0.00000,-0.00000,-0.00000,-0.00086,0.01114,2.27905,0.00032,0.00061,-0.00127,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.200,-0.57228283,2.64985893,11.26278782,-15.40650,18.03536,0.03037,0.00000,-0.00000,0.00000,-0.00085,0.01119,2.27901,0.00026,0.00208,-0.00126,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.234,-0.57228291,2.64985904,11.26159573,-15.48385,18.12700,0.03019,0.00000,-0.00001,0.00000,-0.00084,0.01126,2.27897,0.00018,0.00233,-0.00126,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.267,-0.57228299,2.64985916,11.26042366,-15.56167,18.21925,0.03158,0.00000,-0.00000,0.00000,-0.00084,0.01133,2.27893,0.00012,0.00186,-0.00125,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.300,-0.57228308,2.64985927,11.25923443,-15.63972,18.31294,0.03616,0.00000,-0.00000,0.00000,-0.00086,0.01136,2.27889,-0.00022,0.00002,-0.00125,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.334,-0.57228316,2.64985939,11.25805092,-15.71790,18.40463,0.03573,0.00000,-0.00000,-0.00000,-0.00086,0.01135,2.27884,0.00009,0.00014,-0.00125,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.367,-0.57228324,2.64985950,11.25688744,-15.79569,18.49570,0.03682,0.00000,-0.00000,-0.00000,-0.00084,0.01136,2.27880,0.00137,0.00040,-0.00121,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.400,-0.57228332,2.64985962,11.25570583,-15.87290,18.58773,0.03537,0.00000,-0.00000,-0.00000,-0.00081,0.01138,2.27876,0.00009,0.00032,-0.00123,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.434,-0.57228341,2.64985973,11.25452137,-15.95042,18.67967,0.03450,0.00000,-0.00000,-0.00000,-0.00080,0.01138,2.27872,0.00090,0.00011,-0.00120,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.467,-0.57228349,2.64985985,11.25336933,-16.02913,18.77073,0.03265,0.00000,0.00000,0.00000,-0.00074,0.01138,2.27868,0.00245,-0.00029,-0.00116,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.500,-0.57228358,2.64985997,11.25219440,-16.10726,18.86302,0.03419,0.00000,0.00000,0.00000,-0.00066,0.01135,2.27864,0.00233,-0.00131,-0.00116,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.534,-0.57228366,2.64986009,11.25101662,-16.18442,18.95475,0.03351,0.00000,0.00000,0.00000,-0.00059,0.01131,2.27861,0.00214,-0.00109,-0.00115,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.568,-0.57228375,2.64986020,11.24989033,-16.26083,19.04694,0.03342,0.00000,0.00000,0.00000,-0.00056,0.01128,2.27857,0.00191,-0.00098,-0.00112,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.600,-0.57228383,2.64986032,11.24873543,-16.33836,19.13836,0.03363,0.00000,0.00000,0.00000,-0.00050,0.01124,2.27853,0.00158,-0.00101,-0.00111,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.634,-0.57228392,2.64986044,11.24758911,-16.41532,19.23023,0.03411,0.00000,0.00000,0.00000,-0.00045,0.01121,2.27849,0.00129,-0.00106,-0.00110,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.667,-0.57228401,2.64986056,11.24645519,-16.49295,19.32135,0.03608,0.00000,0.00000,0.00000,-0.00039,0.01118,2.27846,0.00204,-0.00098,-0.00106,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.700,-0.57228410,2.64986069,11.24532127,-16.56983,19.41456,0.03773,0.00000,-0.00000,0.00000,-0.00034,0.01112,2.27842,0.00066,-0.00227,-0.00106,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.734,-0.57228418,2.64986081,11.24417591,-16.64565,19.50718,0.03990,0.00000,-0.00000,0.00000,-0.00035,0.01105,2.27839,-0.00075,-0.00235,-0.00105,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.767,-0.57228427,2.64986093,11.24303722,-16.72347,19.59883,0.03992,0.00001,-0.00000,0.00001,-0.00036,0.01096,2.27835,0.00009,-0.00290,-0.00101,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.800,-0.57228436,2.64986105,11.24186516,-16.80005,19.69033,0.03952,0.00001,-0.00000,0.00000,-0.00036,0.01086,2.27832,-0.00011,-0.00257,-0.00098,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.834,-0.57228445,2.64986118,11.24067402,-16.87642,19.78158,0.03867,0.00000,-0.00000,0.00000,-0.00037,0.01079,2.27829,-0.00025,-0.00198,-0.00094,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.867,-0.57228454,2.64986130,11.23946857,-16.95316,19.87324,0.03979,0.00000,-0.00000,0.00000,-0.00038,0.01072,2.27826,-0.00034,-0.00246,-0.00091,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.901,-0.57228463,2.64986142,11.23823833,-17.02952,19.96441,0.03801,0.00000,-0.00000,0.00000,-0.00039,0.01065,2.27823,-0.00040,-0.00115,-0.00088,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.934,-0.57228472,2.64986155,11.23700333,-17.10623,20.05355,0.03724,-0.00000,-0.00000,0.00000,-0.00036,0.01064,2.27820,0.00085,0.00050,-0.00083,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
20.967,-0.57228481,2.64986167,11.23572922,-17.18075,20.14592,0.03662,0.00000,-0.00000,0.00000,-0.00037,0.01067,2.27817,-0.00163,0.00108,-0.00083,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.001,-0.57228490,2.64986180,11.23444939,-17.25471,20.23909,0.04116,0.00001,-0.00000,0.00002,-0.00050,0.01071,2.27814,-0.00463,0.00151,-0.00083,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.034,-0.57228499,2.64986193,11.23312950,-17.33232,20.32971,0.04022,0.00000,-0.00000,0.00001,-0.00061,0.01076,2.27812,-0.00287,0.00130,-0.00077,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.067,-0.57228508,2.64986205,11.23180580,-17.40903,20.42111,0.04111,0.00000,-0.00000,0.00001,-0.00070,0.01080,2.27809,-0.00261,0.00112,-0.00073,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.100,-0.57228517,2.64986218,11.23042870,-17.48626,20.51290,0.04368,0.00000,-0.00000,0.00000,-0.00078,0.01082,2.27807,-0.00225,-0.00020,-0.00069,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.134,-0.57228527,2.64986231,11.22902298,-17.56316,20.60418,0.04293,0.00000,-0.00000,0.00000,-0.00085,0.01081,2.27804,-0.00184,0.00024,-0.00067,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.167,-0.57228536,2.64986244,11.22762203,-17.63851,20.69542,0.04149,0.00000,-0.00000,0.00001,-0.00093,0.01083,2.27802,-0.00283,0.00070,-0.00066,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.200,-0.57228545,2.64986257,11.22612572,-17.71596,20.78548,0.04124,0.00000,-0.00000,0.00000,-0.00100,0.01086,2.27800,-0.00056,0.00085,-0.00059,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.235,-0.57228555,2.64986270,11.22469139,-17.79247,20.87660,0.03922,0.00000,-0.00000,0.00000,-0.00102,0.01088,2.27798,-0.00155,0.00068,-0.00060,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.267,-0.57228564,2.64986283,11.22322369,-17.86912,20.96811,0.03989,0.00000,-0.00000,0.00000,-0.00107,0.01090,2.27796,-0.00116,-0.00005,-0.00057,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.300,-0.57228573,2.64986296,11.22171688,-17.94577,21.05898,0.03917,0.00000,-0.00000,0.00000,-0.00110,0.01090,2.27794,-0.00084,0.00003,-0.00055,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.334,-0.57228583,2.64986309,11.22020817,-18.02247,21.14989,0.03906,0.00000,-0.00000,0.00000,-0.00112,0.01090,2.27792,-0.00056,-0.00018,-0.00054,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.367,-0.57228592,2.64986322,11.21871662,-18.09913,21.24078,0.03913,0.00000,-0.00000,0.00000,-0.00114,0.01089,2.27791,-0.00033,-0.00041,-0.00052,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.400,-0.57228602,2.64986336,11.21719742,-18.17546,21.33206,0.04029,0.00000,-0.00000,0.00000,-0.00116,0.01087,2.27789,-0.00050,-0.00084,-0.00051,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.434,-0.57228612,2.64986349,11.21570683,-18.25322,21.42241,0.04254,0.00000,-0.00000,0.00000,-0.00115,0.01083,2.27787,0.00129,-0.00145,-0.00047,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.467,-0.57228622,2.64986363,11.21417236,-18.32930,21.51364,0.04122,0.00000,-0.00000,0.00000,-0.00114,0.01077,2.27786,0.00013,-0.00167,-0.00049,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.502,-0.57228631,2.64986376,11.21275425,-18.40550,21.60431,0.04094,0.00000,-0.00000,0.00000,-0.00113,0.01072,2.27784,0.00018,-0.00158,-0.00047,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.534,-0.57228641,2.64986390,11.21127510,-18.48198,21.69522,0.04123,0.00000,-0.00000,0.00000,-0.00112,0.01065,2.27782,0.00018,-0.00167,-0.00047,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.567,-0.57228650,2.64986403,11.20982838,-18.55753,21.78548,0.04035,0.00000,-0.00000,0.00000,-0.00113,0.01061,2.27781,0.00015,-0.00117,-0.00045,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.601,-0.57228660,2.64986417,11.20841122,-18.63432,21.87503,0.04183,0.00000,0.00000,0.00000,-0.00112,0.01057,2.27779,0.00156,-0.00073,-0.00041,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.634,-0.57228670,2.64986431,11.20698929,-18.71028,21.96543,0.04078,0.00000,0.00000,0.00000,-0.00107,0.01055,2.27778,0.00048,-0.00056,-0.00042,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.667,-0.57228680,2.64986444,11.20558739,-18.78637,22.05576,0.04179,0.00000,0.00000,0.00000,-0.00105,0.01054,2.27777,0.00093,-0.00040,-0.00040,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.701,-0.57228690,2.64986458,11.20421314,-18.86167,22.14668,0.04405,0.00000,-0.00000,0.00000,-0.00103,0.01053,2.27775,-0.00071,-0.00021,-0.00042,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.734,-0.57228700,2.64986472,11.20284271,-18.93775,22.23699,0.04287,0.00000,-0.00000,0.00000,-0.00105,0.01052,2.27774,0.00043,-0.00021,-0.00037,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.767,-0.57228710,2.64986486,11.20147610,-19.01419,22.32764,0.04477,0.00000,-0.00000,0.00000,-0.00104,0.01051,2.27773,0.00002,-0.00103,-0.00037,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.801,-0.57228720,2.64986500,11.20013046,-19.08992,22.41833,0.04447,0.00000,-0.00000,0.00000,-0.00105,0.01047,2.27771,-0.00042,-0.00059,-0.00036,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.834,-0.57228730,2.64986514,11.19875240,-19.16512,22.50852,0.04394,0.00000,-0.00000,0.00000,-0.00107,0.01046,2.27770,-0.00093,-0.00021,-0.00034,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.868,-0.57228740,2.64986528,11.19740582,-19.24088,22.59835,0.04900,0.00000,-0.00000,0.00000,-0.00108,0.01046,2.27769,-0.00145,0.00035,-0.00034,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.901,-0.57228750,2.64986542,11.19604397,-19.31532,22.68978,0.04458,0.00000,-0.00000,0.00001,-0.00116,0.01047,2.27768,-0.00194,0.00018,-0.00030,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.934,-0.57228760,2.64986556,11.19465923,-19.39132,22.78021,0.04543,0.00000,-0.00000,0.00000,-0.00123,0.01047,2.27767,-0.00242,-0.00024,-0.00029,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
21.967,-0.57228771,2.64986571,11.19325924,-19.46669,22.87070,0.04527,0.00000,-0.00000,0.00001,-0.00132,0.01047,2.27766,-0.00278,-0.00011,-0.00028,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.001,-0.57228781,2.64986585,11.19185543,-19.54215,22.96119,0.04552,0.00000,-0.00000,0.00001,-0.00142,0.01046,2.27765,-0.00305,-0.00021,-0.00025,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.034,-0.57228791,2.64986599,11.19041157,-19.61766,23.05155,0.04550,-0.00000,-0.00000,0.00001,-0.00152,0.01046,2.27764,-0.00315,-0.00029,-0.00023,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.067,-0.57228802,2.64986614,11.18890190,-19.69297,23.14137,0.04408,0.00000,-0.00000,0.00001,-0.00163,0.01045,2.27764,-0.00305,0.00026,-0.00021,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.102,-0.57228812,2.64986628,11.18747616,-19.76910,23.23135,0.04920,0.00000,-0.00000,0.00000,-0.00171,0.01045,2.27763,-0.00243,-0.00010,-0.00018,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.134,-0.57228822,2.64986643,11.18596363,-19.84418,23.32085,0.04290,0.00000,0.00000,0.00000,-0.00180,0.01047,2.27762,-0.00242,0.00057,-0.00016,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.167,-0.57228833,2.64986658,11.18438339,-19.91992,23.41049,0.04221,0.00000,0.00000,0.00000,-0.00187,0.01049,2.27762,-0.00198,0.00067,-0.00013,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.202,-0.57228843,2.64986672,11.18289852,-19.99589,23.50023,0.04232,0.00000,0.00000,0.00000,-0.00193,0.01051,2.27762,-0.00149,0.00043,-0.00012,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.234,-0.57228854,2.64986686,11.18134022,-20.07155,23.59032,0.04394,0.00000,0.00000,0.00000,-0.00198,0.01051,2.27761,-0.00186,0.00013,-0.00012,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.267,-0.57228865,2.64986701,11.17976570,-20.14779,23.67992,0.04367,-0.00000,-0.00000,0.00000,-0.00202,0.01051,2.27761,-0.00049,-0.00029,-0.00008,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.301,-0.57228875,2.64986716,11.17815971,-20.22465,23.77003,0.04476,0.00000,-0.00000,0.00000,-0.00203,0.01048,2.27761,-0.00003,-0.00208,-0.00007,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.335,-0.57228886,2.64986731,11.17659378,-20.30109,23.85846,0.04502,0.00000,-0.00000,0.00000,-0.00201,0.01043,2.27760,0.00212,-0.00120,-0.00004,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.368,-0.57228897,2.64986746,11.17502689,-20.37612,23.94844,0.04297,0.00000,-0.00000,0.00000,-0.00198,0.01039,2.27760,0.00072,-0.00126,-0.00007,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
22.401,-0.57228907,2.64986761,11.17346287,-20.45184,24.03778,0.04342,0.00000,-0.00000,0.00000,-0.00195,0.01035,2.27760,0.00094,-0.00129,-0.00007,0.00000,0.00000,-0.00657,0.00000,-0.00386,0.43633,0.00382,0.43633
